epoch,loss,lr,val_cm,train_cm,test_cm,val_accuracy,test_accuracy
469,0.04938683123327792,3.567556669489876e-15,"[[895   2]
 [  2 839]]","[[1957   41]
 [  49 2007]]","[[682   1]
 [  6 677]]",99.76985040276179,99.48755490483163
470,0.04888868443958928,3.3891788360153817e-15,"[[896   1]
 [  0 841]]","[[1949   49]
 [  34 2022]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
471,0.04962809791322797,3.2197198942146127e-15,"[[897   0]
 [  0 841]]","[[1940   58]
 [  39 2017]]","[[683   0]
 [  0 683]]",100.0,100.0
472,0.04419873068400192,3.058733899503882e-15,"[[897   0]
 [  0 841]]","[[1954   44]
 [  49 2007]]","[[683   0]
 [  0 683]]",100.0,100.0
473,0.043938673661614296,2.9057972045286877e-15,"[[897   0]
 [  0 841]]","[[1948   50]
 [  35 2021]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
474,0.04598783803521656,2.760507344302253e-15,"[[897   0]
 [  0 841]]","[[1958   40]
 [  42 2014]]","[[683   0]
 [  0 683]]",100.0,100.0
475,0.047928504616720616,2.62248197708714e-15,"[[896   1]
 [  0 841]]","[[1948   50]
 [  45 2011]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
476,0.049306657558190636,2.491357878232783e-15,"[[897   0]
 [  1 840]]","[[1950   48]
 [  44 2012]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
477,0.053141694574151174,2.3667899843211437e-15,"[[896   1]
 [  0 841]]","[[1944   54]
 [  50 2006]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
478,0.0435565007646801,2.2484504851050865e-15,"[[896   1]
 [  0 841]]","[[1948   50]
 [  33 2023]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
479,0.04696558949945029,2.136027960849832e-15,"[[895   2]
 [  0 841]]","[[1954   44]
 [  51 2005]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
480,0.04587113554589449,2.0292265628073405e-15,"[[896   1]
 [  0 841]]","[[1954   44]
 [  38 2018]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
481,0.05207387878908777,1.9277652346669735e-15,"[[896   1]
 [  0 841]]","[[1946   52]
 [  49 2007]]","[[682   1]
 [  1 682]]",99.94246260069045,99.85358711566617
482,0.046788268817181254,1.831376972933625e-15,"[[897   0]
 [  0 841]]","[[1957   41]
 [  48 2008]]","[[683   0]
 [  0 683]]",100.0,100.0
483,0.05074857138970401,1.7398081242869436e-15,"[[895   2]
 [  0 841]]","[[1961   37]
 [  52 2004]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
484,0.054271892047836445,1.6528177180725964e-15,"[[897   0]
 [  0 841]]","[[1941   57]
 [  36 2020]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
485,0.05323035715264269,1.5701768321689665e-15,"[[897   0]
 [  0 841]]","[[1955   43]
 [  55 2001]]","[[683   0]
 [  3 680]]",100.0,99.78038067349927
486,0.046498380761477165,1.4916679905605182e-15,"[[897   0]
 [  0 841]]","[[1948   50]
 [  35 2021]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
487,0.043867265907465494,1.4170845910324922e-15,"[[897   0]
 [  0 841]]","[[1947   51]
 [  27 2029]]","[[683   0]
 [  0 683]]",100.0,100.0
488,0.04753523958788719,1.3462303614808676e-15,"[[897   0]
 [  0 841]]","[[1951   47]
 [  32 2024]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
489,0.047157196822809055,1.2789188434068241e-15,"[[896   1]
 [  0 841]]","[[1958   40]
 [  50 2006]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
490,0.047482929519901504,1.2149729012364828e-15,"[[897   0]
 [  0 841]]","[[1965   33]
 [  55 2001]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
491,0.055850233009550714,1.1542242561746587e-15,"[[896   1]
 [  0 841]]","[[1939   59]
 [  49 2007]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
492,0.04331248161906843,1.0965130433659257e-15,"[[897   0]
 [  1 840]]","[[1953   45]
 [  36 2020]]","[[683   0]
 [  3 680]]",99.94246260069045,99.78038067349927
493,0.04713922737573739,1.0416873911976293e-15,"[[897   0]
 [  0 841]]","[[1949   49]
 [  39 2017]]","[[683   0]
 [  0 683]]",100.0,100.0
494,0.044896894134581075,9.896030216377478e-16,"[[897   0]
 [  0 841]]","[[1965   33]
 [  55 2001]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
495,0.047155851512798115,9.401228705558604e-16,"[[897   0]
 [  1 840]]","[[1958   40]
 [  29 2027]]","[[683   0]
 [  4 679]]",99.94246260069045,99.70717423133236
496,0.04911557328887284,8.931167270280673e-16,"[[897   0]
 [  0 841]]","[[1950   48]
 [  41 2015]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
497,0.04471899243071675,8.484608906766639e-16,"[[897   0]
 [  0 841]]","[[1950   48]
 [  40 2016]]","[[683   0]
 [  0 683]]",100.0,100.0
498,0.0470119617330056,8.060378461428307e-16,"[[895   2]
 [  1 840]]","[[1941   57]
 [  33 2023]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
499,0.05034378713753539,7.657359538356891e-16,"[[896   1]
 [  0 841]]","[[1939   59]
 [  36 2020]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
500,0.04257875644179877,7.274491561439046e-16,"[[897   0]
 [  0 841]]","[[1959   39]
 [  41 2015]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
